,Total
2096,0.9652232496675492
2097,0.958376955217482
2098,0.95179823534611
2099,0.9450685084049891
2100,0.93806269087836
2101,0.9311375507109877
2102,0.9253184257446989
2103,0.9224475395862062
2104,0.9251595661119069
2105,0.9364412117310429
2106,0.958591191423705
2107,0.9917684638430107
2108,1.0326060504949441
2109,1.0738378719997377
2110,1.1066872451465066
2111,1.1254275201533643
2112,1.1296997091588519
2113,1.122949461841853
2114,1.10980124130801
2115,1.0944567854779659
2116,1.0801246539126097
2117,1.068924391211838
2118,1.061941223026687
2119,1.0593634800705303
2120,1.0607283743388545
2121,1.0652542415365964
2122,1.072157450911232
2123,1.0808502647653777
2124,1.0909887565377772
2125,1.1024057172313093
2126,1.114979018431895
2127,1.1284714804697125
2128,1.142366093755034
2129,1.1557081671914333
2130,1.1669258979195447
2131,1.173565500397014
2132,1.1720409641903224
2133,1.15811016402932
2134,1.129134454937177
2135,1.0868947667309632
2136,1.0371373269193072
2137,0.9862645046251375
2138,0.9391571487752813
2139,0.8988605612397175
2140,0.866861965344757
2141,0.8433303643278497
2142,0.8273289822163312
2143,0.817127839236866
2144,0.8106255982818593
2145,0.805772870999358
2146,0.8008756332917308
2147,0.7947223818698186
2148,0.7865567170362318
2149,0.775965046093414
2150,0.7627540527091093
2151,0.746867406382332
2152,0.7283595536583494
2153,0.7074201275721781
2154,0.6844270305297975
2155,0.6600036823507491
2156,0.6350776842332629
2157,0.6109821329705549
2158,0.5896725189783325
2159,0.5740794488768
2160,0.5683640421917331
2161,0.5773844942491442
2162,0.6046572829488208
2163,0.6496275180274145
2164,0.7071258498332177
2165,0.7701435124022797
2166,0.8329899352754278
2167,0.8923911907959999
2168,0.9470054894741424
2169,0.9965834634016162
2170,1.041354861267686
2171,1.0817035261862682
2172,1.1180231551520015
2173,1.1506505213290497
2174,1.1798236495788264
2175,1.2056524119012022
2176,1.2281048625016864
2177,1.24701425603304
2178,1.2621104173048439
2179,1.273077548702741
2180,1.2796356558861717
2181,1.2816344651877818
2182,1.279145289566571
2183,1.272547746194176
2184,1.262631061276237
2185,1.2507391760219413
2186,1.2389395951689361
2187,1.230048989049004
2188,1.227190664902252
2189,1.2326809184901943
2190,1.2465512645845558
2191,1.2653917632482392
2192,1.2823674574659512
2193,1.2893110921212638
2194,1.280244269712661
2195,1.2535833694384235
2196,1.2115453652465042
2197,1.1581408169324354
2198,1.097517830386522
2199,1.0331700281046878
2200,0.9677528027958523
2201,0.9031726881000411
2202,0.8407520912230169
2203,0.7813870013104492
2204,0.7256740710647797
2205,0.674006339523127
2206,0.626643290110643
2207,0.5837610283950225
2208,0.545485706166337
2209,0.5119080724821946
2210,0.4830681200099035
2211,0.4588871846223345
2212,0.4390232979663201
2213,0.4226724238417346
2214,0.40846562539042686
2215,0.39470974549301496
2216,0.3800224775813267
2217,0.3639780164449993
2218,0.34726941198251077
2219,0.3313736336533633
2220,0.3181956999296657
2221,0.31006512261732905
2222,0.31006854934153294
2223,0.3224276944190329
2224,0.3522651497199658
2225,0.4036465599207494
2226,0.4757774697042969
2227,0.560905370734832
2228,0.6477423323111293
2229,0.7270222259033181
2230,0.7938061359972941
2231,0.8466681381652215
2232,0.8861706227648587
2233,0.9137716634770866
2234,0.9312377543937601
2235,0.9403692346717899
2236,0.9428791282430484
2237,0.9403306670544048
2238,0.9340789104340702
2239,0.9251901228242272
2240,0.9143536751192707
2241,0.9018530115710109
2242,0.8876674316835487
2243,0.8716933212398343
2244,0.8539760999731536
2245,0.8348521586216212
2246,0.8150054056299094
2247,0.7955173802495161
2248,0.7779788426900806
2249,0.7646657142712078
2250,0.75865009986258
2251,0.7635051336914668
2252,0.782253592650212
2253,0.8158645776374207
2254,0.8621637687142909
2255,0.9155908426408419
2256,0.968446183952728
2257,1.0139834477168521
2258,1.0490599769851199
2259,1.0741486149038912
2260,1.0916933274610032
2261,1.1045916452008213
2262,1.115376471922188
2263,1.1259190377730712
2264,1.1374050101948918
2265,1.1504440615933524
2266,1.165237660639196
2267,1.181737992437792
2268,1.1997365920937177
2269,1.2188665013552549
2270,1.238568219794896
2271,1.2580984667720225
2272,1.276626535159634
2273,1.2934054978517502
2274,1.3079721714751196
2275,1.32032433995251
2276,1.3310085044558697
2277,1.3409777453503438
2278,1.350968246200229
2279,1.3601864766665062
2280,1.3647074930888197
2281,1.3577391712460132
2282,1.3342035629717273
2283,1.2951524616131405
2284,1.245890570479029
2285,1.191858556437686
2286,1.136806974833756
2287,1.0827683666602157
2288,1.030540741263576
2289,0.9801742215739556
2290,0.9313557867432586
2291,0.8836814661282736
2292,0.8368198653499733
2293,0.7905853923936964
2294,0.7449542727449914
2295,0.7000535886399245
2296,0.6561351496251103
2297,0.613533160259156
2298,0.5726084291767336
2299,0.5336907914951192
2300,0.49703170120992296
2301,0.46277157657722573
2302,0.4309222909138857
2303,0.4013735783661821
2304,0.373950479670799
2305,0.348551995093895
2306,0.32535716432303863
2307,0.305004270270526
2308,0.28864187300985056
2309,0.2779166533955447
2310,0.2750140787935466
2311,0.2826487065612868
2312,0.30375993977367294
2313,0.3407431695690598
2314,0.39433757012445403
2315,0.46270253929082444
2316,0.5413555643336241
2317,0.6241851957480027
2318,0.7050097523110832
2319,0.7788569579153215
2320,0.8425117631149508
2321,0.8944221323812324
2322,0.9342945405427397
2323,0.9626513143574164
2324,0.980475531692443
2325,0.9889664251472248
2326,0.9893847419467615
2327,0.982958908812338
2328,0.9708284512010167
2329,0.9540116117280851
2330,0.9333965473935818
2331,0.9097654468198417
2332,0.883859470057769
2333,0.856473952103007
2334,0.8285546997653888
2335,0.8012824076800144
2336,0.7761568465472181
2337,0.7550707192353465
2338,0.7403152289518142
2339,0.7344309021005863
2340,0.7398481555675542
2341,0.7583622419224865
2342,0.7905635693507028
2343,0.8352335514867368
2344,0.8885607169879052
2345,0.9436516237826305
2346,0.9920606180408154
2347,1.027591031466429
2348,1.0488422086136127
2349,1.0583262567749319
2350,1.0601762946348372
2351,1.0585359267130148
2352,1.0568951612022368
2353,1.0579283303384523
2354,1.0634852185836388
2355,1.074589216858439
2356,1.0914214515054697
2357,1.1133303813334132
2358,1.1389279950264681
2359,1.1663216382032586
2360,1.1934759106559245
2361,1.2186196588438747
2362,1.2405782662126574
2363,1.2589545254281744
2364,1.2741453915876688
2365,1.2872034454138777
2366,1.299522216616392
2367,1.3122645504283053
2368,1.3253857609910578
2369,1.3362070650236073
2370,1.338575516383535
2371,1.325706053076649
2372,1.296293308049013
2373,1.2555246663773303
2374,1.2103117810001365
2375,1.1658940137135647
2376,1.1251987724418777
2377,1.0892106572536275
2378,1.0574611877960176
2379,1.0284835313965213
2380,1.000249785972285
2381,0.9706165267213687
2382,0.9377860244184811
2383,0.9007264642498819
2384,0.8594040024424076
2385,0.8146922114249638
2386,0.7680018551855871
2387,0.7208431128915345
2388,0.6745113942597907
2389,0.6299455253430075
2390,0.587707759803531
2391,0.5480244830666312
2392,0.5108602936776272
2393,0.47603219342236835
2394,0.44338211348864714
2395,0.41300330092825277
2396,0.38545424963033664
2397,0.36183151280143705
2398,0.3436552132935036
2399,0.332685006194933
2400,0.33067110770136743
2401,0.3389420594153034
2402,0.3579602475376714
2403,0.38718637247756077
2404,0.42541837303916197
2405,0.47137638668552784
2406,0.5241388180960306
2407,0.5831539966649608
2408,0.647741277850602
2409,0.7162596932438355
2410,0.7855458809186712
2411,0.8513371428046534
2412,0.9095692591229178
2413,0.9575191934344706
2414,0.9940900996380901
2415,1.019442444479422
2416,1.034464741330101
2417,1.0403560048810074
2418,1.0383689172768285
2419,1.0296816090408647
2420,1.0153638415422641
2421,0.9964161926380662
2422,0.9738598424577268
2423,0.9488373773213824
2424,0.9226831032836078
2425,0.8969506891280444
2426,0.8733888080853994
2427,0.8538369827173586
2428,0.8400428611030535
2429,0.8334699865164
2430,0.8351901457320501
2431,0.8458953766945709
2432,0.8659698227782978
2433,0.8954755898076736
2434,0.9338134982036662
2435,0.9787677779922528
2436,1.0250969385554227
2437,1.0644775406343614
2438,1.08913161506054
2439,1.0964327729187509
2440,1.089143844481874
2441,1.0723888023426476
2442,1.0512362065124587
2443,1.0298326989897788
2444,1.011366137186179
2445,0.9982452297027702
2446,0.9922314189773708
2447,0.9944383931548506
2448,1.0052033973308612
2449,1.0239249481004495
2450,1.049043153226351
2451,1.0783081201296882
2452,1.1093009110821364
2453,1.1399755418771176
2454,1.1689651635400062
2455,1.1955513573078393
2456,1.2193592134693394
2457,1.2398813219466505
2458,1.2558872278803883
2459,1.264800626939237
2460,1.2624815114813566
2461,1.2445726161378534
2462,1.20998506701908
2463,1.1632192276875095
2464,1.1119478411276575
2465,1.0632128037868873
2466,1.021937667174903
2467,0.990963186621954
2468,0.9712601509432031
2469,0.9620888075600752
2470,0.9613073722534495
2471,0.9658777503587093
2472,0.972380320869139
2473,0.9773584657154286
2474,0.97753508842024
2475,0.9701257006781989
2476,0.9533731460451705
2477,0.9270400066756905
2478,0.8923904445214399
2479,0.8515947639186345
2480,0.8069927970147189
2481,0.7606189101772945
2482,0.7140587557734399
2483,0.6685209169789361
2484,0.6250096936714945
2485,0.584550089724094
2486,0.5484674284782238
2487,0.5187213160721265
2488,0.4981688890379768
2489,0.4903803611376937
2490,0.4985171300608331
2491,0.5233850230145269
2492,0.5621953182124163
2493,0.6095669476257948
2494,0.6597981841819192
2495,0.7083908838133266
2496,0.7524072907757298
2497,0.7903546037566851
2498,0.8220861964736571
2499,0.8487563916353614
2500,0.8726920629785876
2501,0.8970354538444995
2502,0.9250076655872759
2503,0.9587380998977847
2504,0.9980448315073848
2505,1.0401019384870591
2506,1.0805668291742547
2507,1.1153742818934647
2508,1.141890993921386
2509,1.1590639005895507
2510,1.1670326368023485
2511,1.1666973268831584
2512,1.1594515414001234
2513,1.147104536099241
2514,1.1319341550361066
2515,1.116738008413011
2516,1.1046732058789628
2517,1.0987216788348944
2518,1.1009350482156577
2519,1.111897499776309
2520,1.1306358979464097
2521,1.1548810251367303
2522,1.1816051180068365
2523,1.2077872933799656
2524,1.2311096773623236
2525,1.2501674250500778
2526,1.2640902307812816
2527,1.2718311979237242
2528,1.271481310377095
2529,1.2601126629642714
2530,1.234882476599581
2531,1.195216100010936
2532,1.1438629733065497
2533,1.085526601203059
2534,1.0248602371468194
2535,0.9654944343133509
2536,0.9099921672800803
2537,0.8601256056013195
2538,0.8171304036687115
2539,0.7818133363914467
2540,0.7544698066500668
2541,0.7346294176884589
2542,0.720780824118504
2543,0.7103635978265737
2544,0.700221769373724
2545,0.6873910406840107
2546,0.6698847419522822
2547,0.6471396404256553
2548,0.6199044255420185
2549,0.5896749463157045
2550,0.5580723065991627
2551,0.5264797350600903
2552,0.49597398961078887
2553,0.4674442975384254
2554,0.4418149905890219
2555,0.4203490541173137
2556,0.40502515111273774
2557,0.3989209117531425
2558,0.40634695608028343
2559,0.4320651265113336
2560,0.47882412923095874
2561,0.5442707350183094
2562,0.6208359694247343
2563,0.6995690059382088
2564,0.7738905505093079
2565,0.8405725862211262
2566,0.8989002105221418
2567,0.9495041503978398
2568,0.9934529713556918
2569,1.0316791214665773
2570,1.06469646200584
2571,1.092541563743416
2572,1.1148699425006519
2573,1.1311648028490064
2574,1.1409988741039665
2575,1.1442375349801592
2576,1.1411021400558097
2577,1.132115877093605
2578,1.1180098211347427
2579,1.0996511568267158
2580,1.0780240040164935
2581,1.0542769378566506
2582,1.0298446519618265
2583,1.0066362269399078
2584,0.9872320220487185
2585,0.9749022579216453
2586,0.9731162274614504
2587,0.9844110065135371
2588,1.0090897379666146
2589,1.044273875861819
2590,1.08355154275174
2591,1.1181391065768493
2592,1.1400462325651683
2593,1.145055489605584
2594,1.1331568401218308
2595,1.1070503696109184
2596,1.0704938522822283
2597,1.0272770579721238
2598,0.9807638651605536
2599,0.9337590799018347
2600,0.888528285011808
2601,0.8468862875381762
2602,0.8103127561005729
2603,0.7800641809793507
2604,0.7572531575615367
2605,0.7428661416445766
2606,0.7376892037637469
2607,0.7421170066939292
2608,0.7558551494067633
2609,0.7776053712633862
2610,0.8049023813827475
2611,0.8342261520219232
2612,0.8612932641506137
2613,0.881322592998802
2614,0.889536957543061
2615,0.8827379988084363
2616,0.8615368159135639
2617,0.830536851245675
2618,0.7959058801681427
2619,0.763292475748565
2620,0.7374311616650152
2621,0.7224976225188272
2622,0.7221836202569883
2623,0.7389529197216134
2624,0.772629142035279
2625,0.8195441895506614
2626,0.8735856168860083
2627,0.9285871740399629
2628,0.9801631955451084
2629,1.0261463576812964
2630,1.066140233973077
2631,1.1008655996327752
2632,1.1315965454209826
2633,1.159702794883304
2634,1.1862300694733052
2635,1.2114969807006997
2636,1.2348360313029874
2637,1.254783375235383
2638,1.2699642918805938
2639,1.2803830345246794
2640,1.2881313048323046
2641,1.2964650546819887
2642,1.3074445389840117
2643,1.3203708354493928
2644,1.3327807579024376
2645,1.3425580233274943
2646,1.3490928663465966
2647,1.3532915229845977
2648,1.3570323643818099
2649,1.3622770306007925
2650,1.3696864202894234
2651,1.376916660421705
2652,1.3780156199547666
2653,1.3659809484242746
2654,1.3371858251800097
2655,1.2929122914293187
2656,1.2372156821307858
2657,1.1744125966528687
2658,1.1079116355379277
2659,1.040071270020301
2660,0.9724692908385998
2661,0.9062418630180943
2662,0.8423366354209174
2663,0.7816099990022203
2664,0.7247709520666407
2665,0.6722355104389637
2666,0.623986174254098
2667,0.5795746051665076
2668,0.5383835929655844
2669,0.49998370343538334
2670,0.46425167317862925
2671,0.4312351497224665
2672,0.4009773798725884
2673,0.3734088424093466
2674,0.3483051419668223
2675,0.3253144724126743
2676,0.30408468257840293
2677,0.2844777000062479
2678,0.2667574790487732
2679,0.25164921675521523
2680,0.24035729049022303
2681,0.23472285305753746
2682,0.2375648351059498
2683,0.25301278513863745
2684,0.28623131663190327
2685,0.3414423411935113
2686,0.41803166641575473
2687,0.5081770111843997
2688,0.6001490656477894
2689,0.6841971985610766
2690,0.755157152258867
2691,0.8116016438953411
2692,0.854131872333583
2693,0.8841400011880606
2694,0.9031828565900719
2695,0.9127637855838173
2696,0.9142945781951084
2697,0.909092972947875
2698,0.8983705357019165
2699,0.8832113147713361
2700,0.864549381155554
2701,0.8431564738254392
2702,0.8196573518400502
2703,0.7945869591609798
2704,0.768479661710039
2705,0.7419614876297991
2706,0.7158367660291592
2707,0.6911976362069352
2708,0.6695908124033881
2709,0.6532342337910563
2710,0.6451568624298037
2711,0.648928173767239
2712,0.667628067066846
2713,0.7023840631116735
2714,0.7514522741629722
2715,0.810137854830993
2716,0.8715651908234631
2717,0.9288215006853127
2718,0.9775093502442819
2719,1.0166344739161184
2720,1.0476742041357023
2721,1.0731707751593118
2722,1.0957076431815618
2723,1.1173615380898025
2724,1.13946914593935
2725,1.162578246269017
2726,1.1865224273895414
2727,1.2105862704483163
2728,1.2337224794935246
2729,1.254777759401488
2730,1.2726953982683962
2731,1.2866764195928526
2732,1.2962906723730083
2733,1.3015439302752154
2734,1.302924631373085
2735,1.30145643315422
2736,1.2987501124609278
2737,1.2969645261444307
2738,1.2984851531881534
2739,1.3051246617452135
2740,1.31674245461822
2741,1.3295056503803393
2742,1.335679510401598
2743,1.327807679545448
2744,1.3038480611909287
2745,1.2667596382232522
2746,1.2208862155725744
2747,1.1697222351321954
2748,1.115464194200126
2749,1.0593224969274195
2750,1.0019817406409939
2751,0.9439788048340774
2752,0.8859191441058958
2753,0.8285272342629245
2754,0.7725849173589524
2755,0.7188343010748217
2756,0.6679019232633844
2757,0.6202638830539483
2758,0.5762446506046329
2759,0.5360316168336696
2760,0.49968670606008114
2761,0.46713922109243594
2762,0.4381509851619145
2763,0.4122654698772768
2764,0.3887947136686443
2765,0.36693227833993636
2766,0.3460388731010156
2767,0.32600133502770723
2768,0.30740740598365357
2769,0.29139114433357755
2770,0.2794086077714132
2771,0.2732333515326319
2772,0.27512527642555545
2773,0.2879798125263105
2774,0.31520245003157715
2775,0.35990796799168356
2776,0.4231235261553618
2777,0.5016905415325548
2778,0.5880466181986477
2779,0.673029931576065
2780,0.7493616013450529
2781,0.8130844754155697
2782,0.8630376057497178
2783,0.8997497472895571
2784,0.924560302487506
2785,0.9391010518267057
2786,0.9450313966228358
2787,0.9439098923675802
2788,0.9371262558301993
2789,0.9258550315180843
2790,0.9110223346162948
2791,0.8933033100201393
2792,0.8731790499384836
2793,0.8510605279806944
2794,0.8274354930558742
2795,0.8029699154188065
2796,0.7785544833747547
2797,0.7553455786078656
2798,0.7348359393020284
2799,0.7189480819279006
2800,0.7100931534866014
2801,0.7110628067911124
2802,0.7245656684968669
2803,0.7523459619223801
2804,0.7941420376267796
2805,0.846814958746348
2806,0.9040800523783254
2807,0.9580552969175153
2808,1.0026674376242917
2809,1.0359234347776052
2810,1.0592956304454977
2811,1.0758452904506979
2812,1.0887890144515933
2813,1.1008123967550876
2814,1.1138450071342574
2815,1.1290438222543029
2816,1.1468631769244493
2817,1.1671591658669704
2818,1.1893018896123722
2819,1.2122926339622897
2820,1.2349111053602702
2821,1.2559134232992495
2822,1.2742555137118305
2823,1.289286385406132
2824,1.3008738892349523
2825,1.3094596781529082
2826,1.3160493436566907
2827,1.3221081461406534
2828,1.3292526873183617
2829,1.3385343895570692
2830,1.3491011552618217
2831,1.3565582875229005
2832,1.3533866673677946
2833,1.3340713527552537
2834,1.2995955441736136
2835,1.255135207661792
2836,1.2058578937525346
2837,1.1551935905327941
2838,1.1048478902852943
2839,1.0552999366957254
2840,1.0063199853102047
2841,0.9574083759714438
2842,0.9081316686554172
2843,0.8583334626476424
2844,0.8082075740747959
2845,0.7582494247130972
2846,0.7091305815555612
2847,0.6615544629099804
2848,0.6161411243691804
2849,0.5733611592245063
2850,0.5335113157099357
2851,0.49671205813488084
2852,0.46291069676699703
2853,0.4318881324331923
2854,0.4032891135281741
2855,0.3767150669318407
2856,0.3519086316401905
2857,0.328991557897563
2858,0.30861408489668934
2859,0.29190257792950147
2860,0.2803422990905786
2861,0.27576200906805
2862,0.2803389418113718
2863,0.2964636556764793
2864,0.32637225193500635
2865,0.3715306212571729
2866,0.43184064850371984
2867,0.5049103217626537
2868,0.5858902018347203
2869,0.6683526147551667
2870,0.7459803470370685
2871,0.8140681961097715
2872,0.8700690115824815
2873,0.9132821009240888
2874,0.9442180621155802
2875,0.9640298796476569
2876,0.9741301794339932
2877,0.9759688360221711
2878,0.9709122795564598
2879,0.9601791789266249
2880,0.9448099054436054
2881,0.9256675917003231
2882,0.9034805088932678
2883,0.8789297922205814
2884,0.8527591462514889
2885,0.8258634850046375
2886,0.7993454282083865
2887,0.7745631469496076
2888,0.7531744525251629
2889,0.7371494274413225
2890,0.7287080399883303
2891,0.7301396367612859
2892,0.7434743271894652
2893,0.7700003364392229
2894,0.8096225110780059
2895,0.8599949806873535
2896,0.915632775954375
2897,0.9684305257719648
2898,1.0109523132816167
2899,1.039982852147543
2900,1.056784305267266
2901,1.064971657517908
2902,1.0685810608112531
2903,1.0711316918398655
2904,1.0753368453056371
2905,1.083065611280967
2906,1.0953613561512001
2907,1.112463953947075
2908,1.1338483103063055
2909,1.1583204955624633
2910,1.1842182194845974
2911,1.2097253611118788
2912,1.233234750468346
2913,1.2536515011048732
2914,1.2705634632106826
2915,1.2842683454697867
2916,1.2956789460907816
2917,1.3061107949153505
2918,1.3168982475290905
2919,1.3286955973309573
2920,1.3402710662367343
2921,1.347077982990044
2922,1.3418611753478449
2923,1.3199191830763768
2924,1.2835218978034397
2925,1.2390392849055152
2926,1.1923502552940004
2927,1.1471580303557094
2928,1.1051046674665401
2929,1.0662884102701133
2930,1.029771208323765
2931,0.9940444535449003
2932,0.9574759238763683
2933,0.9187326997893404
2934,0.8771191079794456
2935,0.8327252639856964
2936,0.7863214643837897
2937,0.7390608635638511
2938,0.6921494557294444
2939,0.6466131342012168
2940,0.6031918399614382
2941,0.5623230715117089
2942,0.5241686392448481
2943,0.48866182212049697
2944,0.455579767687053
2945,0.4246633566678215
2946,0.3958013116441386
2947,0.36925180372093036
2948,0.34579456646860784
2949,0.326698087471722
2950,0.31357210653229495
2951,0.30822308574309865
2952,0.3124278754073393
2953,0.32756596575634744
2954,0.3542771073348435
2955,0.39238727307684257
2956,0.44112805674574196
2957,0.4993877024067565
2958,0.5656786451785412
2959,0.6377450392032404
2960,0.7121521110302268
2961,0.7844692693090703
2962,0.8502531836069775
2963,0.906186817325302
2964,0.9505907659034811
2965,0.9832227461940486
2966,1.0047745116547373
2967,1.0164072662544885
2968,1.0194363852267971
2969,1.01514929083634
2970,1.00471523433002
2971,0.9891601850346574
2972,0.9693969602713933
2973,0.9463041451553709
2974,0.9208309534179157
2975,0.8940865705956532
2976,0.8673917584243761
2977,0.842296722703033
2978,0.8205520718152757
2979,0.8040091260116108
2980,0.7944614279377618
2981,0.7934859499675172
2982,0.8023383558264954
2983,0.8218858047882974
2984,0.8524546475592268
2985,0.8933542742462566
2986,0.9418254823448206
2987,0.9918125146990444
2988,1.0346405232415596
2989,1.0631387639518175
2990,1.0754655318002158
2991,1.0745393277380086
2992,1.065170352675912
2993,1.052041681799684
2994,1.0389993098767405
2995,1.0289969200958056
2996,1.024206020403528
2997,1.0260865325777269
2998,1.035362416070508
2999,1.0519271606057743
3000,1.0747763140012891
3001,1.1021092202049734
3002,1.1316789676941297
3003,1.1613043711371511
3004,1.189335777395027
3005,1.214894055264624
3006,1.2378301497306248
3007,1.258455851652738
3008,1.2771035836966584
3009,1.2935025708130032
3010,1.3059168869098328
3011,1.3102963755245574
3012,1.3008579586177529
3013,1.2740280575085414
3014,1.2326407536647932
3015,1.184124832672679
3016,1.1357758363150052
3017,1.0926086817723384
3018,1.0573143245379086
3019,1.0306586089679144
3020,1.011856562108827
3021,0.9989632604836418
3022,0.9892972685706235
3023,0.979836795865213
3024,0.9675780376549866
3025,0.9499410758547338
3026,0.9252685435011704
3027,0.8932321947844738
3028,0.8548242367538252
3029,0.8118703745855501
3030,0.7663831659521017
3031,0.7200997020289746
3032,0.6743004749105302
3033,0.6298291601912016
3034,0.5872123302756445
3035,0.5468228920608432
3036,0.5090716324489845
3037,0.4746280873862376
3038,0.4446533344733015
3039,0.42096044016838413
3040,0.4059620540397628
3041,0.40225622222715046
3042,0.41171325973256384
3043,0.43435069017214933
3044,0.4679235665293217
3045,0.5087523358020993
3046,0.5531063653211161
3047,0.5982101511500859
3048,0.6426363589769117
3049,0.6863013146157936
3050,0.7302314901248899
3051,0.7760723897374606
3052,0.82522160898857
3053,0.8776972735679907
3054,0.931415161605352
3055,0.9826814619166342
3056,1.027676274152628
3057,1.0637242595406116
3058,1.0896411804434398
3059,1.1054176145579613
3060,1.1117485946587709
3061,1.109677514156967
3062,1.100405214239459
3063,1.0852352718797085
3064,1.0656155497386286
3065,1.0432313729484652
3066,1.0200907764638623
3067,0.9985240202339705
3068,0.9810027485616875
3069,0.9697518543910495
3070,0.9663143131882255
3071,0.9713152907689643
3072,0.9845093948924066
3073,1.00500244566867
3074,1.0315037976018697
3075,1.062503824607498
3076,1.096263522693537
3077,1.1304535918427767
3078,1.1613687357513522
3079,1.1833107209650047
3080,1.1898846589798118
3081,1.1777264228511415
3082,1.1487799999922994
3083,1.1084245248476137
3084,1.0624497356812874
3085,1.015566311283377
3086,0.9712503771550123
3087,0.932054061288905
3088,0.8999260690651091
3089,0.8763922194641427
3090,0.8625486991864768
3091,0.8588643683318774
3092,0.8648747015556757
3093,0.8789770650020072
3094,0.8985587233527537
3095,0.9204550384145579
3096,0.9414367724335359
3097,0.9584603449196245
3098,0.9687346796840124
3099,0.9698545079055017
3100,0.9601490185734726
3101,0.939127281584132
3102,0.9077336296208477
3103,0.8682487265931258
3104,0.8239355202534743
3105,0.778621533738115
3106,0.7363358498423006
3107,0.7011030775696632
3108,0.676917848056244
3109,0.6675737746118899
3110,0.6758304494719203
3111,0.7019761720441017
3112,0.7429701516741458
3113,0.7933810996800688
3114,0.8475243493460222
3115,0.9010814076945259
3116,0.9514594324338035
3117,0.9972962159147525
3118,1.0377214261585364
3119,1.0717977132745673
3120,1.0984181808745535
3121,1.11672509681465
3122,1.1267713758734152
3123,1.1299730110768271
3124,1.1291067966545507
3125,1.1279099922916984
3126,1.1303922967509796
3127,1.1398238092678896
3128,1.157413652693433
3129,1.1813218576353195
3130,1.2072105441874443
3131,1.2304259386965655
3132,1.2480590990323461
3133,1.2595623020150317
3134,1.2663089913313317
3135,1.2708863451743997
3136,1.2763293079578744
3137,1.2851275772522177
3138,1.2979643559034282
3139,1.3125747254539535
3140,1.3236130408648723
3141,1.3244600391176409
3142,1.3103548451287954
3143,1.2803989625252803
3144,1.23713569328394
3145,1.184864527019168
3146,1.1281444863955692
3147,1.0709408151624347
3148,1.0162691422624097
3149,0.9660776207297604
3150,0.9211708949133589
3151,0.8811235742065526
3152,0.8443183992894958
3153,0.8083742700964893
3154,0.7710972855357167
3155,0.7315329714296672
3156,0.6902573963828711
3157,0.6487166572971195
3158,0.6083898350837263
3159,0.5703469042463093
3160,0.5351409455864756
3161,0.5028228492595567
3162,0.47300818761183
3163,0.4450508207648185
3164,0.41836085561017267
3165,0.39275052725508686
3166,0.3685983291878537
3167,0.346780012377131
3168,0.3285594801209317
3169,0.31564314630635587
3170,0.31040660469171694
3171,0.3160851709710168
3172,0.3364740197771373
3173,0.3745930717762478
3174,0.43057804388806215
3175,0.5006346931943692
3176,0.578516180588537
3177,0.6581170457542584
3178,0.7349142011737664
3179,0.8058838759932921
3180,0.8688465718597534
3181,0.9221174579025899
3182,0.9646487977413953
3183,0.9962370394326877
3184,1.0174517948282837
3185,1.0293620146714044
3186,1.0332482502111018
3187,1.0303842071714813
3188,1.0218944159275936
3189,1.0086880113928498
3190,0.9914776403187753
3191,0.9708731224881962
3192,0.9475020633866666
3193,0.922106115253437
3194,0.8956064364165726
3195,0.8691738023301401
3196,0.8443372274901165
3197,0.8231199096160687
3198,0.8081014709428369
3199,0.8022058628668881
3200,0.8080820269265133
3201,0.8273018321817777
3202,0.8597910684583827
3203,0.9034593335780322
3204,0.9536379354224547
3205,1.0027575948095457
3206,1.042038829639302
3207,1.0655086813225696
3208,1.0725971251647644
3209,1.0668388300589688
3210,1.0531204165479386
3211,1.0359532010246697
3212,1.0189342760520772
3213,1.0047727749361641
3214,0.9954618103218703
3215,0.9924243273423002
3216,0.9965700407819993
3217,1.0082460270566407
3218,1.0271175863696558
3219,1.0520828243288851
3220,1.081347360497555
3221,1.112718558318491
3222,1.1440537977131733
3223,1.173705630730006
3224,1.200799239835221
3225,1.2252125077226639
3226,1.2471556425362826
3227,1.2662949404720258
3228,1.2805265295641772
3229,1.285109788006406
3230,1.2741820654239946
3231,1.245659008867216
3232,1.2041399543018998
3233,1.1575626469827824
3234,1.1129471144651657
3235,1.0749796707385872
3236,1.0461327933759332
3237,1.0270067597222106
3238,1.0166712271336276
3239,1.013089760461832
3240,1.0135905134475864
3241,1.0152455296973208
3242,1.0150898474882768
3243,1.0102678243189223
3244,0.9982932005774369
3245,0.9775233880238009
3246,0.9476520156081528
3247,0.9098072341933192
3248,0.8660899544217212
3249,0.818858737183011
3250,0.7701757602146331
3251,0.7215761754851763
3252,0.6741062482603855
3253,0.628526326415081
3254,0.585596982243996
3255,0.5463829443868666
3256,0.5124965471665701
3257,0.4861730227789244
3258,0.47006184466053286
3259,0.46657620231486324
3260,0.4767637160769996
3261,0.49933271970338877
3262,0.530814166191917
3263,0.5668297337118131
3264,0.6034282641369323
3265,0.6378161524272026
3266,0.6685627337251959
3267,0.6955650542435355
3268,0.7199301458441126
3269,0.7438082170048067
3270,0.7701093656330447
3271,0.8019142124485228
3272,0.8413680973693549
3273,0.8882715403630539
3274,0.9394205987169205
3275,0.989701322320411
3276,1.0342287140427586
3277,1.0698021378723828
